,Course,Department,Study Hours per Week,Average Grade Received
3609,HILD 11 - East Asia & the West1279-1911 (A),HILD,4.747692307692308,B (3.0)
3610,HILD 12   - Twentieth-Century East Asia    (A),HILD,5.475,B (3.0)
3611,HILD 12 - Twentieth-Century East Asia    (A),HILD,4.3025,B (3.0)
3612,HILD 12 - Twentieth-Century East Asia (A),HILD,4.434444444444444,B+ (3.3)
3613,HILD 14   - Film & History in Latin Amer   (A),HILD,4.015,B (3.0)
3614,HILD 14 - Film & History in Latin Amer   (A),HILD,2.865,B (3.0)
3615,HILD 14 - Film & History in Latin Amer (A),HILD,3.6670000000000003,B+ (3.3)
3616,HILD 20R - Wrld History I:Ancient-Medievl (A),HILD,6.67,C+ (2.3)
3617,HILD 2A  - United States History          (A),HILD,4.7379999999999995,B (3.0)
3618,HILD 2A - United States History (A),HILD,4.229285714285714,B+ (3.3)
3619,HILD 2B  - United States History          (A),HILD,4.2780000000000005,B (3.0)
3620,HILD 2B - United States History (A),HILD,4.184545454545455,B+ (3.3)
3621,HILD 2C  - United States History          (A),HILD,4.2700000000000005,B (3.0)
3622,HILD 2C - United States History (A),HILD,4.509285714285714,B+ (3.3)
3623,HILD 2C - United States History (B),HILD,4.86,B (3.0)
3624,HILD 30   - History of Public Health       (A),HILD,3.94,B+ (3.3)
3625,HILD 30 - History of Public Health (A),HILD,4.215,B+ (3.3)
3626,HILD 41 - Anthropocene2: ColumbianExchng (A),HILD,4.21,B+ (3.3)
3627,HILD 42 - Anthropocene3: IndustrlRevoltn (A),HILD,2.6550000000000002,B+ (3.3)
3628,HILD 43 - Anthropocene 4: Acceleration (A),HILD,3.525,B+ (3.3)
3629,HILD 7A  - Race & Ethnicity/United States (A),HILD,5.331666666666667,B (3.0)
3630,HILD 7A - Race & Ethnicity/United States (A),HILD,4.424615384615385,B+ (3.3)
3631,HILD 7B  - Race & Ethnicity/United States (A),HILD,4.398333333333333,B (3.0)
3632,HILD 7B - Race & Ethnicity/United States (A),HILD,4.658823529411765,B+ (3.3)
3633,HILD 7C  - Race & Ethnicity/United States (A),HILD,5.065,B (3.0)
3634,HILD 7C - Race & Ethnicity/United States (A),HILD,4.314117647058824,B+ (3.3)
3635,HINE 100 - The Hebrew Bible and History (A),HINE,4.216666666666667,B+ (3.3)
3636,HINE 101   - The Religion of Ancient Israel (A),HINE,6.88,B- (2.7)
3637,HINE 102 - The Jews/Their Homelnd/Antiqty (A),HINE,5.1975,B (3.0)
3638,HINE 103 - The Jewish Diaspora/Antiquity  (A),HINE,3.805,B (3.0)
3639,HINE 104 - Sex in the Bible (A),HINE,5.61,B (3.0)
3640,HINE 107   - Ancient Egypt:History& Culture (A),HINE,4.53,B+ (3.3)
3641,HINE 107 - Ancient Egypt:History& Culture (A),HINE,4.21,B+ (3.3)
3642,HINE 108   - The Middle East Before Islam   (B),HINE,3.67,B- (2.7)
3643,HINE 108 - The Middle East Before Islam   (A),HINE,3.07,B (3.0)
3644,HINE 108 - The Middle East Before Islam (A),HINE,4.43,B- (2.7)
3645,HINE 109 - History of the Ottoman Empire (A),HINE,5.128,B+ (3.3)
3646,HINE 111 - Hist of Medieval Middle East (A),HINE,3.2,B (3.0)
3647,HINE 112A  - Great Stories Hebrew Bible     (A),HINE,3.105,B+ (3.3)
3648,HINE 112A - Great Stories Hebrew Bible (A),HINE,2.93,B+ (3.3)
3649,HINE 113 - Ancient Near Eastern Mythology (A),HINE,4.5275,B (3.0)
3650,HINE 114   - History/Islamic Middle East    (A),HINE,4.72,B (3.0)
3651,HINE 114 - History/Islamic Middle East    (A),HINE,4.359999999999999,B (3.0)
3652,HINE 114 - History/Islamic Middle East (A),HINE,5.265714285714286,B (3.0)
3653,HINE 115 - Death and Dying in Antiquity (A),HINE,3.54,B+ (3.3)
3654,HINE 116   - Mid East/Age of Euro Empires   (A),HINE,4.535,B+ (3.3)
3655,HINE 116 - Mid East/Age of Euro Empires   (A),HINE,3.6833333333333336,B+ (3.3)
3656,HINE 116 - Mid East/Age of Euro Empires (A),HINE,5.137142857142857,B (3.0)
3657,HINE 116 - Middle East (1798-1914) (A),HINE,5.046666666666667,B- (2.7)
3658,HINE 118   - Middle East/Twentieth Century  (A),HINE,5.529999999999999,B (3.0)
3659,HINE 118 - Middle East/Twentieth Century  (A),HINE,4.45,B (3.0)
3660,HINE 118 - Middle East/Twentieth Century (A),HINE,4.612222222222222,B (3.0)
3661,HINE 119   - U.S. Mid-East Policy-Post WWII (A),HINE,5.23,B (3.0)
3662,HINE 119 - Contemp Middle East Conflicts  (A),HINE,4.17,B (3.0)
3663,HINE 119 - U.S. Mid-East Policy-Post WWII (A),HINE,5.165,B+ (3.3)
3664,HINE 120 - Middle East in the New Century (A),HINE,3.8285714285714287,B+ (3.3)
3665,HINE 126   - Iranian Revolutn Hist Perspctv (A),HINE,5.7,B (3.0)
3666,HINE 126 - Iranian Revolutn Hist Perspctv (A),HINE,4.385,B+ (3.3)
3667,HINE 126 - Iranian Revolutn Hist Perspctv (B),HINE,6.25,B- (2.7)
3668,HINE 127 - History of Modern Turkey       (A),HINE,4.17,B+ (3.3)
3669,HINE 127 - History of Modern Turkey (A),HINE,4.7,B+ (3.3)
3670,HINE 128 - Hist of Mideast:Early Medieval (A),HINE,2.5,B (3.0)
3671,HINE 144 - Topics/Middle Eastern History (A),HINE,4.8533333333333335,B (3.0)
3672,HINE 145 - Islam and Science (A),HINE,4.493333333333333,B+ (3.3)
3673,HISC 102 - Technology in World History (A),HISC,3.32,A- (3.7)
3674,HISC 104 - History of Popular Science     (A),HISC,3.8666666666666667,B+ (3.3)
3675,HISC 104 - History of Popular Science (A),HISC,3.23,B (3.0)
3676,HISC 105   - History of Environmentalism    (A),HISC,6.5,B+ (3.3)
3677,HISC 105 - History of Environmentalism (A),HISC,3.41,A- (3.7)
3678,HISC 106   - The Scientific Revolution      (A),HISC,5.726666666666667,B (3.0)
3679,HISC 106 - The Scientific Revolution      (A),HISC,4.156666666666666,B (3.0)
3680,HISC 106 - The Scientific Revolution (A),HISC,3.7049999999999996,B (3.0)
3681,HISC 107   - Emergence of Modern Science    (A),HISC,4.5,B- (2.7)
3682,HISC 107 - Emergence of Modern Science    (A),HISC,4.946666666666666,B (3.0)
3683,HISC 107 - Emergence of Modern Science (A),HISC,4.190909090909091,B+ (3.3)
3684,HISC 108   - Life Sciences in 20th Century  (A),HISC,4.29,B (3.0)
3685,HISC 108 - Life Sciences in 20th Century (A),HISC,3.5780000000000003,B+ (3.3)
3686,HISC 108 - Science in the 20th Century    (A),HISC,3.7,B (3.0)
3687,HISC 109 - Invention of Tropical Disease (A),HISC,5.514,B+ (3.3)
3688,HISC 110 - Hist. Encounters/Sci.&Religion (A),HISC,4.906666666666666,B- (2.7)
3689,HISC 111   - The Atomic Bomb&the Atomic Age (A),HISC,4.075,B+ (3.3)
3690,HISC 111 - The Atomic Bomb&the Atomic Age (A),HISC,3.435,B (3.0)
3691,HISC 114   - The Darwinian Legacy           (A),HISC,3.815,B+ (3.3)
3692,HISC 115   - History Modern Medicine        (A),HISC,3.6100000000000003,B+ (3.3)
3693,HISC 115 - History Modern Medicine        (A),HISC,3.31,B+ (3.3)
3694,HISC 115 - History Modern Medicine (A),HISC,3.80125,B+ (3.3)
3695,HISC 115 - Making Modern Medicine         (A),HISC,3.65,B+ (3.3)
3696,HISC 116 - History of Bioethics           (A),HISC,3.7099999999999995,B (3.0)
3697,HISC 116 - History of Bioethics (A),HISC,3.973333333333333,B+ (3.3)
3698,HISC 117 - History of the Neurosciences (A),HISC,4.6025,B+ (3.3)
3699,HISC 119 - Biology and Society (A),HISC,4.695,A- (3.7)
3700,HISC 123 - Exploring the Skiesc.1500-1800 (A),HISC,4.3,A- (3.7)
3701,HISC 130 - Technology in the 20th Century (A),HISC,4.24,B+ (3.3)
3702,HISC 131   - Science Technology & Law     (A),HISC,4.46,B (3.0)
3703,HISC 131 - Science Technology & Law     (A),HISC,4.395,B- (2.7)
3704,HISC 131 - Science Technology & Law (A),HISC,3.63,B+ (3.3)
3705,HISC 144 - Topics in Science Studies (A),HISC,4.67,B (3.0)
3706,HITO 100 - The Craft of History (A),HITO,4.106,B+ (3.3)
3707,HITO 100 - The Craft of History (B),HITO,3.07,B+ (3.3)
3708,HITO 104 - Jews & Judaism/Ancient&Medievl (A),HITO,3.26,B (3.0)
3709,HITO 105   - Jewish Modernity/1648 - 1948   (A),HITO,7.17,B+ (3.3)
3710,HITO 105 - Jewish Modernity/1648 - 1948   (A),HITO,4.220000000000001,B+ (3.3)
3711,HITO 107   - Holocaust Video Production     (A),HITO,6.5,A- (3.7)
3712,HITO 114 - History of Modern Vietnam (A),HITO,5.5,B+ (3.3)
3713,HITO 117 - World History 1200-1800       (A),HITO,3.95,A- (3.7)
3714,HITO 119   - Human Rights I: Hist. & Theory (A),HITO,5.960000000000001,B+ (3.3)
3715,HITO 119 - Human Rights I: Hist. & Theory (A),HITO,4.67,B+ (3.3)
3716,HITO 124   - Mystical Traditions            (A),HITO,4.9350000000000005,B+ (3.3)
3717,HITO 124 - Mystical Traditions (A),HITO,4.79,B (3.0)
3718,HITO 126 - A History of Childhood         (A),HITO,3.89,B (3.0)
3719,HITO 126 - A History of Childhood (A),HITO,6.2825,B+ (3.3)
3720,HITO 133   - War & Society/Second World War (A),HITO,6.26,B+ (3.3)
3721,HITO 133 - War & Society/Second World War (A),HITO,4.917142857142857,B (3.0)
3722,HITO 133 - War & Society/Second World War (B),HITO,5.24,B (3.0)
3723,HITO 134 - Internatnl Law/War Crimes&Geno (A),HITO,7.65,B (3.0)
3724,HITO 136 - Jews/AfricanAmericans/Slavery (A),HITO,4.11,B+ (3.3)
3725,HITO 140   - History of Emotions            (A),HITO,8.21,B+ (3.3)
3726,HITO 155 - Race/Sport/Inequality 20th Cen (A),HITO,4.991428571428571,B+ (3.3)
3727,HITO 156 - Div Equity Inclusion US/Eur (A),HITO,5.7,B+ (3.3)
3728,HITO 156GS - Div Equity Inclusion US/Eur (A),HITO,5.83,A- (3.7)
3729,HITO 178 - Hist of Seafaring/Age of Sail (A),HITO,4.1,A- (3.7)
3730,HIUS 100 - US: Colonial Period to 1763    (A),HIUS,3.94,B+ (3.3)
3731,HIUS 101 - The American Revolution        (A),HIUS,4.550000000000001,B+ (3.3)
3732,HIUS 103 - United States & Pacific World (A),HIUS,3.8590000000000004,A- (3.7)
3733,HIUS 104 - The Revolutionary Atlantic (A),HIUS,4.033333333333334,B+ (3.3)
3734,HIUS 106 - Women of Color & Social Movts. (A),HIUS,4.35,B+ (3.3)
3735,HIUS 106B  - Amer Foreign Relatns since1900 (A),HIUS,5.1,B+ (3.3)
3736,HIUS 107 - The Early Republic             (A),HIUS,3.85,B+ (3.3)
3737,HIUS 108A - History/Native Americans/US I (A),HIUS,4.26,B+ (3.3)
3738,HIUS 108B - History/Native Americans/US II (A),HIUS,4.163333333333333,A- (3.7)
3739,HIUS 110 - America & World/Revolution-WWI (A),HIUS,5.23,B (3.0)
3740,HIUS 111 - America & World/WWI-Present (A),HIUS,5.115,B (3.0)
3741,HIUS 112 - The U.S. Civil War (A),HIUS,4.3914285714285715,B+ (3.3)
3742,HIUS 113 - History of Mexican America (A),HIUS,4.41,B+ (3.3)
3743,HIUS 114 - California History             (A),HIUS,3.47,B (3.0)
3744,HIUS 114 - California History (A),HIUS,5.6225000000000005,B+ (3.3)
3745,HIUS 114B - California Hist. 1850-Present (A),HIUS,6.199999999999999,B+ (3.3)
3746,HIUS 115   - Hist. of Sexuality in the U.S. (A),HIUS,5.46,B+ (3.3)
3747,HIUS 115 - Hist. of Sexuality in the U.S. (A),HIUS,5.63,B (3.0)
3748,HIUS 116 - War and American Society       (A),HIUS,5.145,B (3.0)
3749,HIUS 117   - History of Los Angeles         (A),HIUS,5.6899999999999995,B (3.0)
3750,HIUS 117 - History of Los Angeles (A),HIUS,4.694,B+ (3.3)
3751,HIUS 118   - American Jewish History        (A),HIUS,4.7,B+ (3.3)
3752,HIUS 120 - Peace Movements in America     (A),HIUS,5.33,B (3.0)
3753,HIUS 120D - Race & Oral Hist. in San Diego (A),HIUS,3.5,B+ (3.3)
3754,HIUS 122   - History & Hollywood            (A),HIUS,6.055,B (3.0)
3755,HIUS 122 - History & Hollywood (A),HIUS,5.93,B+ (3.3)
3756,HIUS 123 - History of New York City (A),HIUS,5.85,B+ (3.3)
3757,HIUS 124   - Asian American History         (A),HIUS,5.1,B+ (3.3)
3758,HIUS 124 - Asian American History         (A),HIUS,4.59,B+ (3.3)
3759,HIUS 125 - Asian American Social Movemnts (A),HIUS,4.661666666666666,A- (3.7)
3760,HIUS 126   - History of Race in the U.S.    (A),HIUS,7.5,B (3.0)
3761,HIUS 126 - History of Race in the U.S. (A),HIUS,6.546666666666667,B+ (3.3)
3762,HIUS 128   - African-American Legal History (A),HIUS,4.68,B (3.0)
3763,HIUS 128 - African-American Legal History (A),HIUS,3.186666666666666,B (3.0)
3764,HIUS 129 - Race/Ethnicity-American Cities (A),HIUS,2.3,B+ (3.3)
3765,HIUS 130 - Cultural Hist/1607-1865 (A),HIUS,4.984,B+ (3.3)
3766,HIUS 130 - Cultural Hist/1607-Civil War   (A),HIUS,4.855,B (3.0)
3767,HIUS 130 - Cultural Hist/1607-Civil War (A),HIUS,4.95,B+ (3.3)
3768,HIUS 131   - Cultural Hist/Civil War-Presnt (A),HIUS,4.09,B (3.0)
3769,HIUS 131 - Cultural Hist/1865-1917 (A),HIUS,4.24,B (3.0)
3770,HIUS 131 - Cultural Hist/Civil War-Presnt (A),HIUS,4.22,B (3.0)
3771,HIUS 131D  - Cultural Hist./Civil War-Prese (A),HIUS,5.17,B+ (3.3)
3772,HIUS 132 - Civil War-Recnstrct in PopCult (A),HIUS,5.17,B+ (3.3)
3773,HIUS 132S - Civil War-Recnstrct in PopCult (A),HIUS,5.17,B+ (3.3)
3774,HIUS 133   - The Golden Age of Piracy       (A),HIUS,4.555,B+ (3.3)
3775,HIUS 133 - The Golden Age of Piracy       (A),HIUS,3.58,B (3.0)
3776,HIUS 133 - The Golden Age of Piracy (A),HIUS,4.6339999999999995,B+ (3.3)
3777,HIUS 134 - African American Cultural Hist (A),HIUS,3.86,B (3.0)
3778,HIUS 135 - The Atlantic World 1492-1803 (A),HIUS,4.13,B- (2.7)
3779,HIUS 136 - Citizenship & Civil Rts/20th c (A),HIUS,5.093333333333334,B+ (3.3)
3780,HIUS 137 - Mining and American History (A),HIUS,4.605,B+ (3.3)
3781,HIUS 137 - Slavery/Freedom/U.S.1775-1877  (A),HIUS,4.85,B+ (3.3)
3782,HIUS 139   - African Amrcn Hist/the 20th C. (A),HIUS,4.2,B+ (3.3)
3783,HIUS 139 - African Amrcn Hist/the 20th C. (A),HIUS,3.8033333333333332,B- (2.7)
3784,HIUS 140   - Economic Hist/United States I  (A),HIUS,4.14,B+ (3.3)
3785,HIUS 140 - Economic Hist/United States I  (A),HIUS,4.713333333333334,B- (2.7)
3786,HIUS 140 - Economic Hist/United States I (A),HIUS,3.5,B (3.0)
3787,HIUS 141   - Economic Hist/United States II (A),HIUS,5.275,B- (2.7)
3788,HIUS 141 - Economic Hist/United States II (A),HIUS,4.752,B- (2.7)
3789,HIUS 142A - US in 20th Century 1900-1945 (A),HIUS,5.65,B (3.0)
3790,HIUS 142B  - US in 20th Century 1945-presnt (A),HIUS,4.22,B+ (3.3)
3791,HIUS 143GS - Built Env 20th Cent. (A),HIUS,5.36,A- (3.7)
3792,HIUS 144 - Topics in U.S. History (A),HIUS,4.165555555555556,A- (3.7)
3793,HIUS 144 - Topics in U.S. History (B),HIUS,4.85,A- (3.7)
3794,HIUS 144 - Topics in U.S. History (C),HIUS,3.17,B- (2.7)
3795,HIUS 145   - From New Era to New Deal       (A),HIUS,5.640000000000001,B (3.0)
3796,HIUS 145 - From New Era to New Deal (A),HIUS,4.29,B+ (3.3)
3797,HIUS 146   - Race Riots & Violence in U.S. (A),HIUS,3.94,B (3.0)
3798,HIUS 146 - Race Riots & Violence in U.S. (A),HIUS,4.631428571428572,B (3.0)
3799,HIUS 147 - History of the American Suburb (A),HIUS,4.27,B (3.0)
3800,HIUS 148 - American Cities/20th Century   (A),HIUS,4.029999999999999,B- (2.7)
3801,HIUS 148 - American Cities/20th Century (A),HIUS,9.64,B (3.0)
3802,HIUS 149 - United States in the 1960's (A),HIUS,5.026666666666666,B+ (3.3)
3803,HIUS 150   - American Legal History to 1865 (A),HIUS,7.61,B- (2.7)
3804,HIUS 150   - American Legal History to 1865 (B),HIUS,4.72,C+ (2.3)
3805,HIUS 150 - American Legal History to 1865 (A),HIUS,4.908333333333333,B- (2.7)
3806,HIUS 151   - American Legal History 1865-P  (A),HIUS,6.19,B- (2.7)
3807,HIUS 151 - American Legal History 1865-P  (A),HIUS,5.685,B (3.0)
3808,HIUS 151 - American Legal History 1865-P (A),HIUS,4.76,B (3.0)
3809,HIUS 152A - Constitutional Hist/US to 1865 (A),HIUS,3.9840000000000004,B+ (3.3)
3810,HIUS 152B  - Constitutnl Hist/US after 1865 (A),HIUS,4.03,B- (2.7)
3811,HIUS 152B - Constitutnl Hist/US after 1865 (A),HIUS,4.14,B+ (3.3)
3812,HIUS 153   - American Political Trials      (A),HIUS,5.276666666666666,B- (2.7)
3813,HIUS 153 - American Political Trials      (A),HIUS,4.26,B- (2.7)
3814,HIUS 154   - Western Environmental History  (A),HIUS,5.17,B+ (3.3)
3815,HIUS 154 - Western Environmental History  (A),HIUS,3.61,B (3.0)
3816,HIUS 155   - Zoot Suit-HipHop:Race-Pop Cult (A),HIUS,5.11,B- (2.7)
3817,HIUS 155 - Zoot Suit-HipHop:Race-Pop Cult (A),HIUS,3.96,B (3.0)
3818,HIUS 155A  - Religion&Law:Fndtns to Cvl War (A),HIUS,5.282500000000001,B- (2.7)
3819,HIUS 155B  - Religion&Law:Cvl War to Presnt (A),HIUS,5.383333333333333,B- (2.7)
3820,HIUS 156 - American Women/Amern Womanhood (A),HIUS,4.378888888888889,B+ (3.3)
3821,HIUS 156D - American Women/Amern Womanhood (A),HIUS,4.94,B+ (3.3)
3822,HIUS 157   - American WomenWomanhood1870-P (A),HIUS,5.529999999999999,B+ (3.3)
3823,HIUS 157 - American WomenWomanhood1870-P (A),HIUS,4.33125,B+ (3.3)
3824,HIUS 158 - Social & Econ Hist/Southwest I (A),HIUS,6.285,B+ (3.3)
3825,HIUS 159   - Social&Econ Hist/Southwest II  (A),HIUS,4.985,B (3.0)
3826,HIUS 159 - Social&Econ Hist/Southwest II  (A),HIUS,4.096666666666667,B (3.0)
3827,HMNR 100   - Human Rights I: Hist. & Theory (A),HMNR,6.94,B (3.0)
3828,HMNR 100 - Human Rights I: Hist. & Theory (A),HMNR,8.0,B+ (3.3)
3829,HMNR 100 - Human Rights I: Introduction (A),HMNR,4.79,B+ (3.3)
3830,HMNR 101   - Human Rights II: Contemp Issue (B),HMNR,5.665,B (3.0)
3831,HMNR 101 - Human Rights II: Contemp Issue (A),HMNR,6.5,B+ (3.3)
3832,HUM 1   - Foundatns/West Civ:Israel&Grce (A),HUM,7.98,B- (2.7)
3833,HUM 1   - Foundatns/West Civ:Israel&Grce (B),HUM,8.08,B- (2.7)
3834,HUM 1   - Foundatns/West Civ:Israel&Grce (C),HUM,7.735,B- (2.7)
3835,HUM 1 - Foundatns/West Civ:Israel&Grce (A),HUM,6.699285714285715,B- (2.7)
3836,HUM 1 - Foundatns/West Civ:Israel&Grce (B),HUM,7.217142857142856,B- (2.7)
3837,HUM 1 - Foundatns/West Civ:Israel&Grce (C),HUM,6.6085714285714285,B- (2.7)
3838,HUM 1 - Foundatns/West Civ:Israel&Grce (D),HUM,6.873636363636364,B (3.0)
3839,HUM 1 - Foundatns/West Civ:Israel&Grce (E),HUM,7.15,B (3.0)
3840,HUM 1 - Foundatns/West Civ:Israel&Grce (F),HUM,7.38,B (3.0)
3841,HUM 1 - Foundatns/West Civ:Israel&Grce (G),HUM,7.19,B (3.0)
3842,HUM 1 - Foundatns/West Civ:Israel&Grce (H),HUM,5.62,B+ (3.3)
3843,HUM 1 - Foundatns/West Civ:Israel&Grce (I),HUM,7.58,B+ (3.3)
3844,HUM 1 - Foundatns/West Civ:Israel&Grce (J),HUM,7.17,B (3.0)
3845,HUM 1 - Foundatns/West Civ:Israel&Grce (N),HUM,7.45,B (3.0)
3846,HUM 2   - RomeChristianity&Middle Ages  (A),HUM,6.6,B- (2.7)
3847,HUM 2   - RomeChristianity&Middle Ages  (B),HUM,7.46,C+ (2.3)
3848,HUM 2   - RomeChristianity&Middle Ages  (C),HUM,9.379999999999999,C+ (2.3)
3849,HUM 2   - RomeChristianity&Middle Ages  (D),HUM,6.4,B- (2.7)
3850,HUM 2 - RomeChristianity&Middle Ages  (A),HUM,6.866666666666667,C+ (2.3)
3851,HUM 2 - RomeChristianity&Middle Ages  (B),HUM,6.126666666666666,B- (2.7)
3852,HUM 2 - RomeChristianity&Middle Ages  (C),HUM,6.3566666666666665,B- (2.7)
3853,HUM 2 - RomeChristianity&Middle Ages  (D),HUM,4.97,B- (2.7)
3854,HUM 2 - RomeChristianity&Middle Ages (A),HUM,6.348181818181818,B (3.0)
3855,HUM 2 - RomeChristianity&Middle Ages (B),HUM,6.260909090909092,B- (2.7)
3856,HUM 2 - RomeChristianity&Middle Ages (C),HUM,6.464545454545455,B (3.0)
3857,HUM 2 - RomeChristianity&Middle Ages (D),HUM,6.372222222222223,B (3.0)
3858,HUM 2 - RomeChristianity&Middle Ages (E),HUM,5.95,B- (2.7)
3859,HUM 2 - RomeChristianity&Middle Ages (F),HUM,8.12,B (3.0)
3860,HUM 3   - RenaissanceReform&Early Europ (A),HUM,8.29,B- (2.7)
3861,HUM 3   - RenaissanceReform&Early Europ (B),HUM,6.415,B (3.0)
3862,HUM 3   - RenaissanceReform&Early Europ (C),HUM,6.43,C+ (2.3)
3863,HUM 3 - RenaissanceReform&Early Europ (A),HUM,7.242285714285715,B (3.0)
3864,HUM 3 - RenaissanceReform&Early Europ (B),HUM,6.140526315789474,B- (2.7)
3865,HUM 3 - RenaissanceReform&Early Europ (C),HUM,5.165555555555555,B (3.0)
3866,HUM 3 - RenaissanceReform&Early Europ (D),HUM,5.5120000000000005,B (3.0)
3867,HUM 3GS - RenaissanceReform&Early Europ (A),HUM,6.8875,B+ (3.3)
3868,HUM 3GS - RenaissanceReform&Early Europ (B),HUM,5.07,B (3.0)
3869,HUM 4   - EnlightmntRomntRev/1660-1848 (A),HUM,7.2524999999999995,B- (2.7)
3870,HUM 4   - EnlightmntRomntRev/1660-1848 (B),HUM,6.746666666666667,B- (2.7)
3871,HUM 4 - EnlightmntRomntRev/1660-1848 (A),HUM,6.7784375,B- (2.7)
3872,HUM 4 - EnlightmntRomntRev/1660-1848 (B),HUM,6.205263157894737,B- (2.7)
3873,HUM 4 - EnlightmntRomntRev/1660-1848 (C),HUM,5.348571428571428,B- (2.7)
3874,HUM 4 - EnlightmntRomntRev/1660-1848 (D),HUM,5.77,B (3.0)
3875,HUM 4 - EnlightmntRomntRev/1660-1848 (E),HUM,5.43,B (3.0)
3876,HUM 4 - EnlightmntRomntRev/1660-1848 (F),HUM,5.77,B- (2.7)
3877,HUM 4GS - EnlightmntRomntRev/1660-1848 (A),HUM,8.3,B+ (3.3)
3878,HUM 5   - Modern Culture (1848-Present)  (A),HUM,7.1933333333333325,B- (2.7)
3879,HUM 5   - Modern Culture (1848-Present)  (B),HUM,6.295,B- (2.7)
3880,HUM 5   - Modern Culture (1848-Present)  (C),HUM,5.89,C+ (2.3)
3881,HUM 5 - Modern Culture (1848-Present)  (A),HUM,5.636666666666667,B- (2.7)
3882,HUM 5 - Modern Culture (1848-Present)  (B),HUM,5.1000000000000005,B- (2.7)
3883,HUM 5 - Modern Culture (1848-Present) (A),HUM,6.981923076923077,B (3.0)
3884,HUM 5 - Modern Culture (1848-Present) (B),HUM,6.563888888888889,B- (2.7)
3885,HUM 5 - Modern Culture (1848-Present) (C),HUM,5.382,B (3.0)
3886,HUM 5 - Modern Culture (1848-Present) (D),HUM,6.27,B- (2.7)
3887,HUM 5 - Modern Culture (1848-Present) (H),HUM,5.48,B (3.0)
3888,HUM 5 - Modern Culture (1848-Present) (I),HUM,5.78,B (3.0)
3889,ICAM 101   - Digtl Imaging:Image&Interactiv (A),ICAM,5.406666666666666,B+ (3.3)
3890,ICAM 101 - Digtl Imaging:Image&Interactiv (A),ICAM,4.79,B+ (3.3)
3891,ICAM 102   - Time&Process Digital Media I   (A),ICAM,7.215,B+ (3.3)
3892,ICAM 102 - Time&Process Digital Media I (A),ICAM,3.725,B+ (3.3)
3893,ICAM 103   - Musical Acoustics              (A),ICAM,6.115,B (3.0)
3894,ICAM 110   - Computing/Arts: Current Pract  (A),ICAM,3.4,B+ (3.3)
3895,ICAM 110 - Computing/Arts: Current Pract  (A),ICAM,2.283333333333333,B+ (3.3)
3896,ICAM 110 - Computing/Arts: Current Pract (A),ICAM,2.978,B+ (3.3)
3897,ICAM 120 - Virtual Environments (A),ICAM,4.32,A+/A (4.0)
3898,ICAM 150   - History of Art and Technology  (A),ICAM,3.4,B+ (3.3)
3899,ICAM 150 - History of Art and Technology (A),ICAM,4.3100000000000005,B+ (3.3)
3900,ICAM 160A  - Senior Projct/Computing Arts I (B),ICAM,8.5,A- (3.7)
3901,ICAM 160A - Senior Projct/Computing Arts I (A),ICAM,5.88,B+ (3.3)
3902,ICAM 160A - Senior Projct/Computing Arts I (B),ICAM,6.14,A- (3.7)
3903,ICAM 160B  - Senior Prjct/Computing Arts II (A),ICAM,9.61,A+/A (4.0)
3904,ICAM 160B  - Senior Prjct/Computing Arts II (B),ICAM,8.9,A- (3.7)
3905,ICAM 160B - Senior Prjct/Computing Arts II (B),ICAM,5.93,B+ (3.3)
3906,ICAM 40   - Introduction/Computing in Arts (A),ICAM,5.363333333333333,B+ (3.3)
3907,ICAM 40 - Introduction/Computing in Arts (A),ICAM,4.4625,B+ (3.3)
3908,INTL 101   - Cult & Society/Intrn'l Perspec (A),INTL,6.41,B (3.0)
3909,INTL 101 - Cult & Society/Intrn'l Perspec (A),INTL,5.4303333333333335,B (3.0)
3910,INTL 102   - Econ Politics & Intn'l Change (A),INTL,6.140000000000001,B (3.0)
3911,INTL 102 - Econ Politics & Intn'l Change (A),INTL,5.641935483870968,B (3.0)
3912,INTL 190   - Seminar/International Studies  (B),INTL,8.5,B+ (3.3)
3913,INTL 190   - Seminar/International Studies  (D),INTL,5.59,B+ (3.3)
3914,INTL 190   - Seminar/International Studies  (F),INTL,6.25,B+ (3.3)
3915,INTL 190   - Seminar/International Studies  (G),INTL,5.665,A- (3.7)
